movie_title,year,genre,combined_rating,total_popularity
"last kiss, the",2006,Comedy,9.0,3
"last kiss, the",2006,Drama,9.0,3
"last kiss, the (ultimo bacio, l')",2001,Comedy,8.0,1
"last kiss, the (ultimo bacio, l')",2001,Drama,8.0,1
"last kiss, the (ultimo bacio, l')",2001,Romance,8.0,1
"last klezmer: leopold kozlowski, his life and music, the",1994,Documentary,8.0,1
last known address,1970,"Crime,Drama,Mystery",6.9,1999
"last legion, the",2007,Action,6.0,1
"last legion, the",2007,Adventure,6.0,1
"last legion, the",2007,Fantasy,6.0,1
"last legion, the",2007,War,6.0,1
last letter,2018,"Drama,Romance",6.5,807
last life in the universe (ruang rak noi nid mahasan),2003,Drama,7.0,3
last life in the universe (ruang rak noi nid mahasan),2003,Romance,7.0,3
last man running,2003,Drama,8.4,50
last man standing,1996,Action,8.0,13
last man standing,1996,Crime,8.0,13
last man standing,1996,Drama,8.0,13
last man standing,1996,Thriller,8.0,13
last men in aleppo,2017,"Documentary,War",7.4,3058
"last metro, the (dernier métro, le)",1980,Drama,8.0,1
"last metro, the (dernier métro, le)",1980,Romance,8.0,1
"last mimzy, the",2007,Adventure,5.0,2
"last mimzy, the",2007,Children,5.0,2
"last mimzy, the",2007,Sci-Fi,5.0,2
last night,1998,Drama,7.55,10315
last night,1998,Sci-Fi,7.55,10315
last ninja - red shadow,2019,Action,6.1,74
last of the dogmen,1995,Adventure,5.0,1
last of the dogmen,1995,Western,5.0,1
"last of the mohicans, the",1992,Action,6.0,39
"last of the mohicans, the",1992,Romance,6.0,39
"last of the mohicans, the",1992,War,6.0,39
"last of the mohicans, the",1992,Western,6.0,39
last of the pony riders,1953,"Drama,Western",6.7,124
last of the spanish mustangs,2005,Documentary,6.8,11
last pair out,1956,Drama,5.8,171
last paradise,2016,"Action,Adventure,Documentary",8.3,51
last pickup,2015,"Action,Comedy,Crime",6.7,43
last resort,2000,"Drama,Romance",7.2,2232
"last samurai, the",2003,Action,9.0,62
"last samurai, the",2003,Adventure,9.0,62
"last samurai, the",2003,Drama,9.0,62
"last samurai, the",2003,War,9.0,62
"last seduction, the",1994,Crime,8.0,2
"last seduction, the",1994,Drama,8.0,2
"last seduction, the",1994,Thriller,8.0,2
last seen at angkor,2006,Thriller,4.4,36
last shift,2014,Horror,8.0,1
last song for you,2024,"Drama,Fantasy,Romance",7.3,91
"last stand, the",2013,Action,7.0,2
"last stand, the",2013,Crime,7.0,2
"last stand, the",2013,Thriller,7.0,2
"last starfighter, the",1984,Action,9.0,7
"last starfighter, the",1984,Adventure,9.0,7
"last starfighter, the",1984,Comedy,9.0,7
"last starfighter, the",1984,Sci-Fi,9.0,7
last summer. zombie town,2008,Horror,8.0,37
last tango in paris (ultimo tango a parigi),1972,Drama,10.0,5
last tango in paris (ultimo tango a parigi),1972,Romance,10.0,5
"last temptation of christ, the",1988,Drama,10.0,8
last train home,2009,Documentary,6.0,1
last train home,2009,Drama,6.0,1
"last wave, the",1977,Fantasy,6.0,1
"last wave, the",1977,Mystery,6.0,1
"last wave, the",1977,Thriller,6.0,1
last will,2011,"Drama,Thriller",4.6,509
"last winter, the",2006,Horror,8.0,1
last words,2008,Documentary,7.0,15
last year's snow was falling,1983,Animation,10.0,1
last year's snow was falling,1983,Children,10.0,1
last year's snow was falling,1983,Comedy,10.0,1
last year's snow was falling,1983,Fantasy,10.0,1
latarino,2023,Documentary,7.4,40
late full moon,1996,Drama,7.0,38
late marriage (hatuna meuheret),2001,Comedy,7.0,1
late marriage (hatuna meuheret),2001,Drama,7.0,1
late marriage (hatuna meuheret),2001,Romance,7.0,1
late night shopping,2001,Comedy,7.9,2359
late night with conan o'brien: the best of triumph the insult comic dog,2004,Comedy,4.0,1
"late shift, the",1996,Comedy,5.0,1
late spring,1949,"Comedy,Drama",8.2,20341
latifa: a fighting heart,2017,Documentary,7.0,30
latin hitman,2020,Action,4.1,51
latin lovers,1965,Comedy,5.9,64
"latinoamerica, territorio en disputa",2019,Documentary,5.8,11
lato milosci,1994,"Drama,Romance",6.7,70
latter days,2003,Comedy,7.0,1
latter days,2003,Drama,7.0,1
latter days,2003,Romance,7.0,1
laugh it off,1940,Musical,4.7,36
laughing at life,1933,"Action,Adventure,Drama",5.2,126
laughter,1930,"Comedy,Romance",6.2,438
laughter,2020,Drama,6.3,167
laughter has no color,2022,Documentary,9.1,13
laundry,2002,"Drama,Romance",7.1,663
laundry man,2016,Horror,2.9,165
laura,1944,Crime,8.0,6
laura,1944,Film-Noir,8.0,6
laura,1944,Mystery,8.0,6
laura,2017,"Drama,Thriller",7.2,24
laura gets a cat,2017,"Comedy,Drama,Romance",6.4,116
laurel and hardy's laughing 20's,1965,"Comedy,Family",7.5,400
lauter liebe,1940,Comedy,7.4,19
lava,2000,"Comedy,Crime,Fantasy",4.1,15
lava kusa: the warrior twins,2010,Animation,7.3,49
lavanya preeti,1993,Drama,6.2,13
"lavender hill mob, the",1951,Comedy,10.0,2
"lavender hill mob, the",1951,Crime,10.0,2
lavinen,1920,Drama,6.5,10
law abiding citizen,2009,Drama,6.0,8
law abiding citizen,2009,Thriller,6.0,8
law of the lawless,1964,"Drama,Western",6.0,436
law of the streets,1956,Drama,6.2,23
law of the tropics,1941,"Drama,Romance",5.9,218
lawa,2023,Thriller,4.3,269
lawless,2012,Crime,8.0,4
lawless,2012,Drama,8.0,4
lawless land,1936,Western,5.6,97
lawless valley,1932,Western,4.1,30
lawrence of arabia,1962,Adventure,9.0,45
lawrence of arabia,1962,Drama,9.0,45
lawrence of arabia,1962,War,9.0,45
lawrence: free state fortress,1998,\N,6.0,8
laws of attraction,2004,Comedy,6.0,4
laws of attraction,2004,Romance,6.0,4
lawyer vishwanath,1978,Musical,5.8,8
laxmi vilas lottery,2024,Comedy,8.1,8
lay it down,2001,"Action,Drama,Family",4.5,149
layanam,1990,"Romance,Thriller",7.0,103
laznivka,1965,Drama,5.6,15
lazy susan,2020,Comedy,5.4,1158
lañinbwil's gift,2011,"Drama,Fantasy,Mystery",8.5,14
lbj,2016,"Biography,Drama,History",6.5,8052
ldr,2015,"Drama,Romance",7.4,18
le 7eme jour de saint-malo,1960,War,6.5,9
le assaggiatrici,2025,Drama,6.7,60
le bagnard,1951,Drama,5.4,28
le bal du viol,1983,Adult,3.0,11
le bal masqué,1998,"Drama,Thriller",5.2,193
le banquet des fraudeurs,1952,"Crime,Drama,Romance",6.4,62
le bateau de mariage,1994,Drama,6.9,21
"le big bang, mes ancêtres et moi",2009,Documentary,7.8,16
le bonheur se porte large,1988,\N,4.5,17
le bouche-trou,1976,"Adult,Adventure,Romance",5.2,40
le braconnier de dieu,1983,"Comedy,Drama",3.9,46
le canard en fer blanc,1967,"Action,Adventure,Drama",6.2,44
le caravage,2015,Documentary,5.4,42
le caviar rouge,1985,Drama,4.1,32
le char et l'olivier - une autre histoire de la palestine,2019,Documentary,7.4,29
le chemin de l'honneur,1939,Drama,6.9,21
le château de pointilly,1972,\N,6.6,66
le ciel sur la tête,2001,Drama,6.2,55
le città proibite,1964,Documentary,3.4,6
le comptoir,1998,"Comedy,Drama",6.4,27
le comte obligado,1935,Comedy,6.2,20
le confort et l'indifférence,1982,Documentary,8.1,242
le congrès s'amuse,1931,Comedy,6.3,45
le corps de diane,1969,Drama,5.1,37
le coupable,1917,Drama,5.9,55
le courage d'aimer,2005,"Comedy,Drama",5.6,287
le dernier placard - vieillir gai,2023,Documentary,6.4,6
le ereditiere superporno,1981,Adult,4.8,11
le eumenidi,2020,Drama,7.4,20
le faremo tanto male,1998,Comedy,6.2,31
le favole iniziano a cabras,2015,"Biography,Documentary,History",7.2,6
le fils d'un roi,2020,Drama,5.3,15
le flame del paradis,2006,Drama,6.5,13
le fleuve,2003,Drama,5.9,18
le fort des fous,2017,Documentary,5.4,54
le fou du labo iv,1967,"Comedy,Sci-Fi",5.2,201
le franc,1994,Comedy,6.7,353
le grain de sable,1964,Drama,5.9,75
le grand bluff,1957,"Comedy,Drama",5.2,48
le grand film ordinaire,1971,"Documentary,Drama",7.3,9
le grand pardon ii,1992,Crime,4.3,422
le grand remue-ménage,1978,Documentary,6.7,7
le halua le,2012,"Comedy,Drama,Romance",5.6,364
le havre,2011,"Comedy,Drama",7.2,24497
le jardin d'anna,1992,\N,6.7,17
le juif errant,1926,\N,6.0,12
le llamaban j.r.,1982,Comedy,3.6,48
le mans 2015,2015,\N,6.1,11
le mans 55,2024,Documentary,7.5,9
le marquis de la croix,2012,"Fantasy,Horror",6.9,23
le martyr de bougival,1949,"Comedy,Drama",3.7,9
le maître d'école,1981,Comedy,8.0,1
le maître du temps,1971,"Drama,Sci-Fi",6.0,49
le message des tibétains,1966,Documentary,9.0,10
le miserie del signor travet,1945,Comedy,7.0,128
le moulin de daudet,1992,"Comedy,Drama,Fantasy",4.9,27
le petit musée de velasquez,1995,Mystery,8.3,44
le piège à cons,1979,"Crime,Drama",5.5,71
le plancher des vaches,2015,Documentary,7.6,7
le plus joli péché du monde,1951,"Comedy,Romance",5.6,49
le pont sur l'abîme,1912,\N,7.8,9
le portrait de l'amiral,1921,Adventure,5.7,11
le president a-t-il le sida,2006,Drama,6.8,18
le professeur,2012,Drama,8.3,24
le prolongement de moi,2012,Drama,5.8,9
le président,2013,"Biography,History",6.8,24
le retour à la terre,1976,Documentary,7.3,24
le ring intérieur,2002,\N,7.3,38
le roi des camelots,1951,Comedy,5.3,12
le roi des cons,1981,Comedy,3.9,183
le roman d'un caissier,1914,Drama,6.5,11
le rossignol et les cloches,1952,"Drama,Music",5.6,22
le rêve de gabriel,1997,Documentary,8.1,15
le sequel,2016,"Comedy,Horror,Sci-Fi",6.9,1529
le sette vipere (il marito latino),1964,Drama,5.1,42
le sexe des étoiles,1993,Drama,6.3,249
le soleil a pas d'chance,1975,Documentary,7.3,7
le solitaire passe à l'attaque,1966,Adventure,4.4,57
le stade de wimbledon,2001,Drama,5.9,208
le temps de quelques jours,2014,"Documentary,Mystery",7.9,11
le torrent,2022,"Crime,Drama,Thriller",5.8,609
le vaudeville du diable,1994,Documentary,8.3,25
le viol du routier,2017,Drama,6.9,24
le violon de rothschild,1996,"Biography,Music",6.9,48
le voleur et la menteuse,1994,Drama,4.8,31
le voyage de maryam,2003,Drama,6.0,9
leader,2010,Drama,8.0,5827
leadersheep,2011,Documentary,7.1,204
leading lady,2014,"Comedy,Drama,Romance",5.7,914
league 215,2019,Crime,4.4,16
league of legends: more than a game,2020,Documentary,7.3,20
"league of ordinary gentlemen, a",2004,Documentary,8.0,1
"league of their own, a",1992,Comedy,8.0,45
"league of their own, a",1992,Drama,8.0,45
lean on me,1989,Drama,7.0,6
leanne morgan: i'm every woman,2023,"Comedy,Documentary",7.2,688
leap of faith,1992,Comedy,4.0,3
leap of faith,1992,Drama,4.0,3
leap of faith: william friedkin on the exorcist,2019,Documentary,7.6,1087
leap year,1924,Comedy,6.1,376
leap year,2010,Comedy,6.0,5
leap year,2010,Romance,6.0,5
"learn from experience, part ii",1937,"Drama,Romance",6.5,101
learning from light: the vision of i.m. pei,2009,Documentary,6.8,45
learning to drive,2014,"Comedy,Drama,Romance",6.4,8418
leather burners,1943,"Drama,Western",6.3,247
leatherbird,2016,Comedy,6.3,12
leatherheads,2008,Comedy,2.0,4
leatherheads,2008,Drama,2.0,4
leatherheads,2008,Romance,2.0,4
leave,2022,"Drama,Horror,Mystery",4.8,2170
leave it to beaver,1997,Comedy,4.6,4669
leave it to chance,2005,"Comedy,Romance",8.2,36
leave me alone,1978,Drama,6.1,19
leave me like you found me,2012,Drama,7.1,73
leave your hands on my hips,2003,"Comedy,Romance",5.7,641
leaves of grass,2009,Comedy,6.0,3
leaves of grass,2009,Crime,6.0,3
leaves of grass,2009,Drama,6.0,3
leaves of grass,2009,Thriller,6.0,3
leaving afghanistan,2019,"Action,Drama,War",6.1,1363
leaving africa,2015,"Documentary,Drama",7.5,41
leaving home: the life and music of indian ocean,2008,"Documentary,Music",8.8,106
leaving las vegas,1995,Drama,6.75,140095
leaving las vegas,1995,Romance,6.75,140095
leaving neverland: the aftermath,2019,Documentary,6.3,393
lebanon in a whirlwind,1975,Documentary,7.1,14
leben in wittstock,1984,Documentary,7.4,18
leblebici horhor aga,1934,Comedy,6.0,30
"ledge, the",2011,Drama,5.0,1
"ledge, the",2011,Thriller,5.0,1
ledi na den,2002,Comedy,5.1,31
lee dae-ro can't die,2005,"Action,Comedy",6.2,95
lee daniels' the butler,2013,Drama,3.0,1
lee's offering,2005,Drama,6.2,25
left behind or led astray?: examining the origins of the secret pre-tribulation rapture,2015,Documentary,6.6,15
left behind: the movie,2000,Action,7.0,2
left behind: the movie,2000,Adventure,7.0,2
left behind: the movie,2000,Drama,7.0,2
left behind: the movie,2000,Thriller,7.0,2
left handed,2006,Comedy,3.5,358
left luggage,1998,Drama,7.2,3039
left-handed fate,1966,"Drama,Fantasy",5.6,261
leftenan adnan,2000,"Biography,Drama,History",6.8,193
lefty,2009,"Comedy,Drama",9.2,11
legacy,1975,"Action,Crime,Drama",6.1,40
legacy,2010,Thriller,5.1,1418
legacy,2015,"Drama,Thriller",5.8,184
legal tender,1991,"Action,Thriller",3.9,204
legally blonde,2001,Comedy,9.0,64
legally blonde,2001,Romance,9.0,64
"legally blonde 2: red, white & blonde",2003,Comedy,6.4,75478
"legend of 1900, the (a.k.a. the legend of the pianist on the ocean) (leggenda del pianista sull'oceano)",1998,Drama,9.0,3
legend of a warrior,2012,Documentary,6.8,37
"legend of bagger vance, the",2000,Drama,6.0,15
"legend of bagger vance, the",2000,Romance,6.0,15
legend of crystania: the motion picture,1995,"Action,Adventure,Animation",5.9,288
legend of horror,1971,Horror,4.1,81
legend of paul pry,2022,Horror,3.4,18
"legend of rita, the (stille nach dem schuß, die)",1999,Drama,6.0,1
"legend of sleepy hollow, the",1949,Animation,4.0,2
"legend of sleepy hollow, the",1949,Comedy,4.0,2
"legend of sleepy hollow, the",1949,Horror,4.0,2
"legend of sleepy hollow, the",1949,Musical,4.0,2
"legend of sleepy hollow, the",1980,Comedy,3.0,2
"legend of sleepy hollow, the",1980,Fantasy,3.0,2
"legend of sleepy hollow, the",1980,Horror,3.0,2
legend of the dragon,2005,"Action,Drama",5.0,56
legend of the eight samurai,1983,"Action,Adventure,Drama",6.4,1403
legend of the fox,1980,"Action,Drama",6.6,186
legend of the guardians: the owls of ga'hoole,2010,Adventure,8.0,2
legend of the guardians: the owls of ga'hoole,2010,Animation,8.0,2
legend of the guardians: the owls of ga'hoole,2010,Fantasy,8.0,2
legend of the guardians: the owls of ga'hoole,2010,IMAX,8.0,2
legend of the sex thief in edo,1973,Drama,5.2,7
legend of tianyun mountain,1980,Drama,7.4,232
"legend, the (legend of fong sai-yuk, the) (fong sai yuk)",1993,Action,8.0,2
"legend, the (legend of fong sai-yuk, the) (fong sai yuk)",1993,Comedy,8.0,2
legenda serebryanogo ozera,1984,Drama,7.4,30
legenda tatr,1995,"Drama,Fantasy",6.2,29
legends of the fall,1994,Drama,2.0,68
legends of the fall,1994,Romance,2.0,68
legends of the fall,1994,War,2.0,68
legends of the fall,1994,Western,2.0,68
legion of the night,1995,"Action,Horror,Sci-Fi",4.0,148
legionnaire,1998,Action,1.0,1
legionnaire,1998,Adventure,1.0,1
legionnaire,1998,Drama,1.0,1
legionnaire,1998,War,1.0,1
legions of honor,1938,Drama,6.6,14
lego batman: the movie - dc heroes unite,2013,Action,6.0,1
lego batman: the movie - dc heroes unite,2013,Adventure,6.0,1
lego batman: the movie - dc heroes unite,2013,Animation,6.0,1
lego dc super hero girls: brain drain,2017,Animation,7.0,1
lego hero factory: savage planet,2011,"Action,Adventure,Animation",5.8,237
legong: dance of the virgins,1935,"Drama,Romance",6.5,273
legénybúcsú extra,2023,Comedy,4.4,214
lehrer kann jeder!,2022,Comedy,5.5,172
lehrer leben länger,1990,Comedy,5.8,18
leila's brothers,2022,Drama,7.9,16447
lejla,1914,Drama,5.4,8
lek asavi tar ashi,2024,Family,5.5,13
lek chalali sasarla,1984,Drama,6.7,18
lekarstvo protiv strakha,1978,Crime,6.5,90
lekh,2022,"Drama,Romance",7.6,1938
lekhu lekhu lekhi deli,2014,Romance,7.8,21
lemon tree,2008,"Drama,War",7.3,6984
lemonade,2018,Drama,6.8,1186
lemonade stories,2004,Documentary,8.4,30
lemony snicket's a series of unfortunate events,2004,Adventure,8.0,25
lemony snicket's a series of unfortunate events,2004,Children,8.0,25
lemony snicket's a series of unfortunate events,2004,Comedy,8.0,25
lemony snicket's a series of unfortunate events,2004,Fantasy,8.0,25
lena's dreams,1997,Drama,6.7,40
lend me your husband,1935,Comedy,5.6,39
lenin in 1918,1939,Drama,6.4,322
leningrad symphony,1957,"Drama,War",6.9,54
lenny,1974,Drama,8.0,2
lenz,1987,Drama,7.5,18
leo,2000,"Drama,Thriller",5.9,271
leo,2023,"Adventure,Animation,Comedy",7.0,41945
leo & lance,1983,Adult,7.7,39
leon,2023,Documentary,5.7,14
leon the pig farmer,1992,"Comedy,Crime",5.7,586
leonard bernstein: larger than life,2016,Documentary,7.7,38
leonard cohen: bird on a wire,1974,"Documentary,Music",7.6,217
leonard cohen: live at the isle of wight 1970,2009,"Documentary,Music",8.3,160
leonardo 500,2019,Documentary,6.2,40
leone nel basilico,2014,"Comedy,Drama",6.4,45
"leopard, the (gattopardo, il)",1963,Drama,9.0,2
"leopard, the (gattopardo, il)",1963,War,9.0,2
leprechaun,1993,Comedy,7.0,5
leprechaun,1993,Horror,7.0,5
leprechaun 2,1994,Comedy,5.0,1
leprechaun 2,1994,Fantasy,5.0,1
leprechaun 2,1994,Horror,5.0,1
leprechaun 4: in space,1997,Comedy,1.0,1
leprechaun 4: in space,1997,Fantasy,1.0,1
leprechaun 4: in space,1997,Horror,1.0,1
leprechaun 4: in space,1997,Sci-Fi,1.0,1
leroy,2007,"Comedy,Drama,Romance",6.3,683
les amants de demain,1959,"Drama,Musical",6.6,31
les années campagne,1992,"Comedy,Drama,Family",5.5,49
les aventures des pieds-nickelés,1948,Comedy,4.7,24
les aveux de l'innocent,1996,"Comedy,Crime,Drama",6.5,68
les bandits,2003,Comedy,6.4,152
les baratineurs,1965,Comedy,3.7,27
les branleuses,2011,Documentary,5.8,35
les brigands,2015,Crime,4.9,77
les cadeaux,2024,Comedy,5.1,48
les caprices d'une souris,1982,Adult,6.0,32
les charlots contre dracula,1980,"Comedy,Horror",4.3,310
les charlots en folie: à nous quatre cardinal!,1974,"Adventure,Comedy",5.2,394
les cochonnes,1977,Adult,5.2,14
les condés,2025,Comedy,4.0,7
les confidences érotiques d'un lit trop accueillant,1973,Comedy,5.0,66
les deux font la paire,1954,Comedy,5.5,24
les diseurs de vérité,2000,Drama,6.9,63
les déguns,2018,Comedy,2.4,180
les ebranlées,1972,"Crime,Drama",5.9,96
les enjambées,1974,Comedy,4.8,14
les etalons de mademoiselle,2013,Adult,3.7,11
les femmes d'abord,1963,"Action,Crime,Drama",5.5,114
les fougères bleues,1977,Drama,4.2,40
les français qui n'ont pas inventé internet,2022,Documentary,8.4,7
les grands enfants,1980,"Comedy,Drama",5.9,22
les hommes du port,1995,Documentary,8.0,35
les hommes nouveaux,1936,"Drama,Romance",5.8,50
les immortels,2003,Comedy,5.4,37
les infortunes de la beauté,1999,Comedy,5.6,46
les mains noires,2010,"Documentary,Drama,History",9.2,14
les mamies,1992,\N,3.9,46
les masseuses de hong kong,1982,Adult,3.7,7
les miserables,1952,"Adventure,Crime,Drama",6.8,1159
les misérables,1917,Drama,6.8,41
les misérables,1943,Drama,5.7,31
les misérables,1998,"Crime,Drama,Romance",7.4,44340
"les misérables, part 1: jean valjean",1913,Drama,6.0,59
"les municipaux, ces héros",2018,Comedy,4.4,315
les novices,1970,"Comedy,Drama",5.1,337
les nuits de montmartre,1955,"Comedy,Crime,Drama",5.5,23
les oreilles entre les dents,1987,"Comedy,Crime",6.3,80
les passagers,1999,"Drama,Romance",6.1,229
les patterson saves the world,1987,Comedy,4.9,375
les phallophiles,1979,Adult,7.1,10
les pieds sur terre,2017,Documentary,8.0,7
les pornocrates,1976,Documentary,6.4,73
les rives du fleuve,1991,Documentary,7.4,6
les segpa,2022,Comedy,4.0,244
les tam tams se sont tus,1972,Drama,5.6,32
les voisins de mes voisins sont mes voisins,2021,"Animation,Family",5.7,42
les éléphants,2013,"Comedy,Drama,Family",6.3,13
les états inventés d'amérique,2011,Documentary,7.8,6
lesbians in french,2023,Romance,8.3,6
lesnaya byl,1949,Documentary,7.4,15
less like me,2004,"Comedy,Drama",6.8,73
less than zero,1987,Drama,8.0,4
lesson faust,1994,Animation,10.0,2
lesson faust,1994,Comedy,10.0,2
lesson faust,1994,Drama,10.0,2
lesson faust,1994,Fantasy,10.0,2
lesson plan,2010,"Biography,Documentary,History",7.2,192
lessons of the blood,2010,"Documentary,History",7.9,9
lessons of tolerance,2023,Comedy,7.3,516
let 'em have it,1935,"Crime,Drama",6.6,229
let god be the judge,2010,Drama,3.9,60
let it be,2010,"Biography,Drama,History",6.5,75
let it be me,1995,(no genres listed),5.0,1
let it ride,1989,Comedy,10.0,2
let it snow,1999,Comedy,9.0,1
let it snow,1999,Romance,9.0,1
let it snow,2019,"Comedy,Romance",5.9,26026
let me hear it barefoot,2021,Drama,6.8,72
let me in,2010,Drama,10.0,7
let me in,2010,Horror,10.0,7
let me in,2010,Mystery,10.0,7
let me survive,2013,Drama,4.2,39
let no man write my epitaph,1960,"Crime,Drama",7.0,687
let the bullets fly,2010,Action,6.0,1
let the bullets fly,2010,Comedy,6.0,1
let the cat out of the bag,2005,Drama,6.1,229
let the love begin,2005,"Drama,Romance",5.8,121
let the music play,2015,"Comedy,Drama,Romance",5.8,476
let the right one in (låt den rätte komma in),2008,Drama,8.0,17
let the right one in (låt den rätte komma in),2008,Fantasy,8.0,17
let the right one in (låt den rätte komma in),2008,Horror,8.0,17
let the right one in (låt den rätte komma in),2008,Romance,8.0,17
let the women wait,1998,Comedy,7.7,2855
let them talk,1968,"Drama,Musical",5.5,121
let us be gay,1930,"Comedy,Drama",6.3,687
"let us go and burn her body; or, the devil done let out",2005,"Fantasy,Horror,Mystery",2.2,258
let's be cops,2014,Comedy,5.0,5
let's be cops,2014,Crime,5.0,5
let's be famous,1939,Comedy,5.5,89
let's be ritzy,1934,"Adventure,Comedy,Romance",6.7,19
let's enjoy,2004,Comedy,6.6,126
let's get laid,1978,Comedy,4.1,185
let's get married,1937,"Adventure,Comedy",6.3,70
let's get those english girls,1976,"Comedy,Romance",5.3,605
let's go below the rainbow,2023,Drama,5.7,52
let's go karaoke!,2023,"Comedy,Music",7.1,571
let's go native,1930,"Comedy,Musical,Romance",5.7,168
let's go!,2011,"Action,Comedy",5.1,149
let's have an adventure,2017,"Adventure,Comedy,Drama",7.1,27
let's kill hitler,2017,"Comedy,War",8.0,8
let's kill mom,2019,"Comedy,Crime",8.2,16
let's make a movie,2012,Comedy,8.4,105
let's make it legal,1951,"Comedy,Drama,Romance",6.1,1424
let's scare julie,2019,"Horror,Mystery,Thriller",3.3,1846
let's sing along,2001,Comedy,6.1,131
let's stay together,2011,"Comedy,Drama",8.5,23
let's talk it over,1934,"Adventure,Comedy,Music",6.6,18
lethal extortion,1993,"Action,Adventure",4.4,19
lethal ninja,2006,Action,5.8,82
lethal weapon 3,1992,Action,4.0,46
lethal weapon 3,1992,Comedy,4.0,46
lethal weapon 3,1992,Crime,4.0,46
lethal weapon 3,1992,Drama,4.0,46
letiste neprijímá,1960,Drama,6.9,17
leto na pamyat,1987,\N,5.4,9
letter to america,2000,Drama,7.6,800
letter to the future,2011,Documentary,6.3,11
letter to theo,2019,Documentary,7.5,45
"letter to three wives, a",1949,Comedy,8.0,1
"letter to three wives, a",1949,Drama,8.0,1
lettera napoletana,1954,"Drama,Musical",4.4,19
lettere dalla sicilia,2006,Drama,7.2,9
letters from baghdad,2016,"Biography,Documentary,History",6.9,502
letters not about love,1998,Documentary,7.7,17
letters to juliet,2010,Drama,2.0,3
letters to juliet,2010,Romance,2.0,3
letti sbagliati,1965,Comedy,5.2,77
lettre à carla,1967,\N,8.4,10
letty lynton,1932,Drama,6.7,625
lev s bílou hrívou,1987,"Biography,Drama,History",6.9,44
level 26: dark revelations,2011,Thriller,7.3,28
leviano,2018,"Crime,Drama,Mystery",4.4,363
levity,2003,Drama,8.0,1
ley lines,1999,"Crime,Drama,Thriller",6.9,1864
leyla ile mecnun gibi,1963,Romance,5.9,22
lezione 21,2008,Drama,6.1,391
lezioni di cioccolato,2007,Comedy,6.1,971
leányvásár,1941,"Comedy,Musical,Romance",7.4,53
leçon de vie,1995,\N,7.8,24
li bing,1983,"Drama,History",7.0,12
liam,2000,Drama,4.0,2
liam,2018,Documentary,9.0,17
liam gallagher: knebworth 22,2022,"Documentary,Music",7.2,220
liar,2008,\N,6.5,21
liar liar,1997,Comedy,6.45,348002
liar's edge,1992,"Drama,Thriller",4.4,215
libeled lady,1936,Comedy,7.0,1
libeled lady,1936,Romance,7.0,1
libera me,1993,Drama,6.7,179
libertad,2021,Drama,6.4,866
libertango,2009,Drama,7.5,42
liberty heights,1999,Drama,8.0,2
libido,1965,"Crime,Drama,Horror",6.4,667
liborio,2021,Drama,6.1,261
libra x libra,2012,Documentary,7.1,48
"librarian: return to king solomon's mines, the",2006,Action,7.0,2
"librarian: return to king solomon's mines, the",2006,Adventure,7.0,2
"librarian: return to king solomon's mines, the",2006,Fantasy,7.0,2
libre et assoupi,2014,Comedy,6.0,1
"licanthropus, il figlio della notte",1979,Horror,3.4,26
liceenii rock 'n' roll,1992,"Comedy,Musical,Romance",7.0,1232
licence to build,2021,Comedy,5.4,497
licence to kill,1989,Action,9.0,20
licence to kill,1989,Adventure,9.0,20
licence to kill,1989,Thriller,9.0,20
license to drive,1988,Comedy,4.0,3
license to kill,1964,"Action,Adventure,Crime",5.3,109
license to wed,2007,Comedy,6.0,3
license to wed,2007,Romance,6.0,3
lichter aus dem hintergrund,1998,Documentary,7.1,28
lick,2010,"Comedy,Drama",6.6,14
lick,2019,"Adventure,Animation,Comedy",7.5,15
licze na wasze grzechy,1964,Comedy,5.9,20
lie detector,2012,"Crime,Drama,Thriller",7.3,7
liebe ist liebe,1932,Comedy,7.7,28
liebe und so weiter,1968,Romance,6.9,19
liebelei und liebe,1938,Romance,5.8,9
liebesgrüße aus der lederhose 7 - kokosnüsse und bananen,1990,Comedy,3.5,64
liebespremiere,1943,\N,7.3,16
liebling der götter,1930,Comedy,6.3,53
lieder klingen am lago maggiore,1963,"Drama,Music",4.7,22
lies i told myself,2023,"Documentary,Drama,Romance",8.1,21
lietli cin kabilesi,2022,Horror,5.7,15
lieutenant jangles,2018,"Action,Comedy,Crime",5.6,171
life after life,2016,Drama,6.3,162
life after mrs. de nijs,2001,Drama,4.5,14
life and a day,2016,Drama,8.2,18499
"life and death of peter sellers, the",2004,Comedy,6.0,1
"life and death of peter sellers, the",2004,Drama,6.0,1
life and death struggle in the snowstorm,1959,Crime,6.2,7
life and nothing but,1989,"Drama,War",7.5,2185
life and times of don rosa,2010,Documentary,6.8,43
"life aquatic with steve zissou, the",2004,Adventure,5.0,37
"life aquatic with steve zissou, the",2004,Comedy,5.0,37
"life aquatic with steve zissou, the",2004,Fantasy,5.0,37
life at grandpa's,2009,Romance,8.3,15
life eternal,2015,Comedy,5.0,1
life eternal,2015,Crime,5.0,1
life eternal,2015,Thriller,5.0,1
life flows on,2016,Drama,6.8,5
life flows quietly by...,1988,Drama,6.6,26
life in dark,2021,Thriller,8.4,6
life in kajzar,1952,Drama,7.8,8
life in outer space,2015,Documentary,6.1,15
life in outer space: exoplanets,2022,Documentary,6.0,47
life in paradise - illegale in der nachbarschaft,2013,"Documentary,Family,History",8.7,8
